"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61bffebfd9a8105ec156d0a2","2","4","8","11","","","","","","","","","17","5.4","500","","","","","","","","5","5","5","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","181250000","14500000000"
"61bffebfd9a8105ec156d0a3","2","4","","11","","","","","","","","","8","4","60","","","","","","","","1","1","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","100000000","3500000000"
"61bffebfd9a8105ec156d0a4","2","7","17","11","","","","","","","","","56","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","2260000","1330000000"
"61bffebfd9a8105ec156d0a5","2","7","17","11","","","","","","Gần điền Thuận","","","18","4","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","47140000","3300000000"
"61bffebfd9a8105ec156d0a6","2","4","9","11","","","","","","","","","12","4","48","","","","","","","","4","5","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","93750000","4500000000"
"61bffebfd9a8105ec156d0a7","2","7","15","11","","","","","","","","","60","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","3500000","6950000000"
"61bffebfd9a8105ec156d0a8","2","4","","11","","","","","","","","","15","7","178","","","","","","","","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","57140000","6000000000"
"61bffec0d9a8105ec156d0a9","2","7","15","11","","","","","","","","","190","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","1580000","3000000000"
"61bffec0d9a8105ec156d0aa","2","4","8","11","","","","","","","","","10","5","","","","","","","","","3","1","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","46000000","2300000000"
"61bffec0d9a8105ec156d0ab","2","7","17","11","","","","","","","","","22.7","4.5","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","13600000","1360000000"
"61bffec0d9a8105ec156d0ac","2","7","17","11","","","","","","","","","20.6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","16990000","1750000000"
"61bffec0d9a8105ec156d0ad","2","4","9","11","","","","","","","","","7.8","3.1","40","","","6","","","","2","1","1","1","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","40380000","1050000000"
"61bffec0d9a8105ec156d0ae","2","4","9","11","","","","","","","","","23.84","4.3","172.8","","","4","","","","","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","46510000","8000000000"
"61bffec0d9a8105ec156d0af","2","4","8","11","","","","","","","","","18","4","","","","","","","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","52780000","3800000000"
"61bffec0d9a8105ec156d0b0","2","7","15","11","","","","","","","","","46","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","2030000","2700000000"
"61bffec0d9a8105ec156d0b1","2","7","17","11","","","","","","","","","19","6.9","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","31140000","4141600000"
"61bffec0d9a8105ec156d0b2","2","4","","11","","","","","","DV 17","","","12","5","120","","","","","","","","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","148330000","8900000000"
"61bffec0d9a8105ec156d0b3","2","4","9","11","","","","","","","","","29","5","147","","","","","","","","2","2","","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","25780000","3790000000"
"61bffec0d9a8105ec156d0b4","2","7","17","11","","","","","","Nam thượng","","","2385","5","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","15510000","1830000000"
"61bffec0d9a8105ec156d0b5","2","7","17","11","","","","","","NGAY CỔNG KCN LONG HẬU, HUYỆN CẦN GIUỘC, TỈNH LONG AN","","","18","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","26330000","2370000000"
"61bffec0d9a8105ec156d0b6","2","7","17","11","","","","","","Nguyễn Văn cừ","","","10","12","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","87500000000","10500000000"
"61bffec0d9a8105ec156d0b7","2","7","16","11","","","","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","14000000","1400000000"
"61bffec0d9a8105ec156d0b8","2","7","17","11","","","","","","","","","270","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","1360000","3700000000"
"61bffec0d9a8105ec156d0b9","2","7","17","11","","","","","","","","","62","8.5","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","1810000","950000000"
"61bffec1d9a8105ec156d0ba","2","7","17","11","","","","","","","","","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","10760000","850000000"
"61bffec1d9a8105ec156d0bb","2","7","17","11","","","","","","","","","16","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","3","","11250000","900000000"
"61bffec1d9a8105ec156d0bc","2","4","8","11","","","","","","","","","16","5","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","22220000","1600000000"
"61bffec1d9a8105ec156d0bd","2","7","15","11","","","","","A2","khu 72","","","40","25","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","2","","1400000","1400000000"
"61bffec1d9a8105ec156d0be","2","4","","11","","","","","","","","","21","10","295","","","8","","","","","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-06","","","","57140000","12000000000"
