"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61bf6194cb6a28130961e2b2","2","7","17","66","Lấp Vò","Tân Mỹ","đường 848","","","","","","47","12","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","2","","2380000","1350000000"
"61bf62caddaac0028f227c12","2","4","9","68","Rạch Giá","Vĩnh Lạc","Đường Lâm Quang Ky","","","","","","30","9.2","271","","","5","","","","","2","1","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","","","6640000","1800000000"
"61bf63f3bbc601033f469bc2","2","7","17","39","Nhơn Trạch","Long Thọ","Đường Lê Hồng Phong","","","","","","19","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","","","10000000","3000000000"
"61bf6514b2a393435878dd12","2","4","9","43","Hải Châu","Phước Ninh","Đường Phan Châu Trinh","","","","","","9","5","80","","","3","","","","","2","2","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","3","","59300000","2550000000"
"61bf6514b2a393435878dd13","2","7","17","71","Bến Tre","Phú Khương","Đường Ca Văn Thỉnh","","","","","","30","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","2","","35000000","22330000000"
"61bf6640965d7d0f7f728582","2","7","17","29","Sơn Tây","Xuân Sơn","413","","","","","","43","7.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","2","","11960000","3600000000"
"61bf6640965d7d0f7f728583","2","7","17","43","Sơn Trà","An Hải Đông","Đường Ngô Quyền","","","","","","15.5","4","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","3","","43650000","2750000000"
"61bf6771bfe4ba0f8429f972","2","7","17","39","Biên Hòa","Trảng Dài","Đường Nguyễn Thái Học","","","","","","15","5","","","","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","","","10670000","800000000"
"61bf6771bfe4ba0f8429f973","2","4","8","43","Sơn Trà","Phước Mỹ","Đường Lý Văn Tố","","","","","","22","5","","","","","","","","","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","","","74550000","8200000000"
"61bf689ac4d80908b13f0a92","2","4","9","29","Hai Bà Trưng","Bạch Mai","Đường Thanh Nhàn","","","","","","1","1","98","","","","","","","","4","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-07","","","","18880000","1850000000"
