"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61c03481a2b30f3fc9645549","2","2","3","29","Long Biên","Sài Đồng","Hà Nội","","","","","83","","","","","","","","","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","31330000","2600000000"
"61c03481a2b30f3fc964554a","2","2","3","88","Vĩnh Yên","Định Trung","Đường Chùa Hà","","","","","70","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","","","","20000000","1400000000"
"61c03481a2b30f3fc964554b","2","2","3","43","Liên Chiểu","Hòa Khánh Bắc","Khu công nghiệp Hòa Khánh","","","","","76","","","","","","6","6","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","","","","11970000","910000000"
"61c03481a2b30f3fc964554c","2","2","3","61","thành phố Thuận An","phường Thuận Giao","Đường Thuận Giao 25","","","","","40.8","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","","","","28750000","1150000000"
"61c03481a2b30f3fc964554d","2","2","3","43","Ngũ Hành Sơn","Khuê Mỹ","Đà Nẵng","","","","","83","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","","","","38550000","3200000000"
"61c03481a2b30f3fc964554e","2","2","3","61","Thuận An","Thuận Giao","Bình Dương.","","","","","32","","","","","","","","","","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","","","","28130000","900000000"
"61c03481a2b30f3fc964554f","2","2","3","37","Vinh","Quán Bàu","Ngã tư Quán Bánh","","","","","60","","","","","","","2","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","13000000","780000000"
"61c03481a2b30f3fc9645550","2","2","3","29","Tây Hồ","Phú Thượng","Khu đô thị Nam Thăng Long","","","","","203","","","","","","","","","","","3","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","73890000","15000000000"
"61c03481a2b30f3fc9645551","2","2","3","29","Thanh Trì","Tả Thanh Oai","Đường Phan Trọng Tuệ","","","","","45","","","","","","6","7","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","16670000","750000000"
"61c03481a2b30f3fc9645552","2","2","3","29","Nam Từ Liêm","Cầu Diễn","Đường Hàm Nghi","","","","","114","","","","","","","","TRUE","","","3","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","40350000","4600000000"
"61c03481a2b30f3fc9645553","2","2","3","29","Bắc Từ Liêm","Đông Ngạc","Khu đất I.C32 KĐT Nam Thăng Long","","","","","58","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","39660000","2300000000"
"61c03481a2b30f3fc9645554","2","2","3","29","Hà Đông","Yên Nghĩa","Đường Tố Hữu","","","","","83.8","","","","","","","","","","","2","","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","17590000","1460000000"
"61c03481a2b30f3fc9645555","2","2","3","43","Thanh Khê","Thạc Gián","số 72 Đường Hàm Nghi","","","","","117","","","","","","","","TRUE","","","3","","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","20940000","2450000000"
"61c03481a2b30f3fc9645556","2","2","3","29","Tây Hồ","Phú Thượng","Đường Lạc Long Quân","","","","","115","","","","","","","","","","","3","","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","47830000","5500000000"
"61c03481a2b30f3fc9645557","2","2","3","29","Hoàng Mai","Hoàng Liệt","Đường Linh Đường","","","","","65","","","","","","7","6","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","17230000","1120000000"
"61c03481a2b30f3fc9645558","2","2","3","29","Hoàng Mai","Đại Kim","Đường Nguyễn Xiển","","","","","56","","","","","","6","7","","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-11-24","2","","","21070000","1180000000"
