"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61bc60f38cbeec27c1606782","2","7","15","61","Tân Uyên","Vĩnh Tân","Vĩnh Tân 17","","","","","","246","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","3580000","89000000000"
"61bc60f38cbeec27c1606783","2","7","17","39","Nhơn Trạch","Phú Thạnh","Đường N1","","","","","","15","7","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","4710000","495000000"
"61bc60f38cbeec27c1606784","2","7","17","65","Cái Răng","Phú Thứ","Đường C6","","","","","","18","5","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","22840000","1850000000"
"61bc6220f4a2c34f70108d72","2","7","17","29","Hà Đông","Vạn Phúc","phố lụa","","","","","","6.7","4.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","81670000","2450000000"
"61bc63292559131bfd769ca2","2","4","9","86","Phan Thiết","Phú Tài","Đường Hải Thượng Lãn Ông","","","","","","10","5","50","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","24000000","1200000000"
"61bc6904a8239775da0868f2","2","4","","43","Cẩm Lệ","Hòa Thọ Đông","Phong bắc 4","","","Lô C2_38","","","24","5","124","","","6","","","","","2","","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","25400000","3150000000"
"61bc6904a8239775da0868f3","2","7","17","21","Yên Bình","Yên Bình","Đường Quốc lộ 70","","","","","","18","5","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","8000000","720000000"
"61bc6a3113247460a02bafc2","2","4","8","65","Ô Môn","Phước Thới","Đường Tôn Đức Thắng","","","","","","41","5","205","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","19510000","4000000000"
"61bc6b5ca7033f47810a6ae2","2","7","17","21","Yên Bái","Phúc Lộc","Đường Âu Cơ","","","","","","20","5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","5500000","550000000"
"61bc6b5ca7033f47810a6ae3","2","7","17","29","Hà Đông","Dương Nội","Đường La Nội","","","","","","12.1","5","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","61290000","3800000000"
"61bc7137613f8339206b7622","2","4","8","29","Hoàng Mai","Tân Mai","Đường Tân Mai","","","","","","7","3.44","26","","","","","","","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","126540000","3290000000"
"61bc7137613f8339206b7623","2","4","9","29","Hà Đông","Đồng Mai","Đường Nhân Huệ","","","","","","711","423","30","","","2","","","","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","57670000","1730000000"
"61bc7264862ac81a1d0b39e2","2","7","17","65","Cái Răng","Phú Thứ","A4 KDC PHÚ AN","","","","","","22","5","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","25270000","2780000000"
"61bc7264862ac81a1d0b39e3","2","7","16","61","Bến Cát","Thới Hòa","Đường Mỹ Phước Tân Vạn","","","","","","30","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","2","","12070000","3620000000"
"61bc738f2af194535f1b57b2","2","4","","92","Điện Bàn","Điện Ngọc","Đường Võ Nguyên Giáp","","","","","","23","15","500","","","6","","","","","4","3","5","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","35710000","12500000000"
"61bc75e72a388112933a24f2","2","7","17","37","Nghĩa Đàn","Nghĩa Đàn","quốc lộ 36","","tt-24","khu Tân tiến","","","26","7.9","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","7070000","1450000000"
"61bc75e72a388112933a24f3","2","4","9","29","Hai Bà Trưng","Minh Khai","Đường Minh Khai","","","","","","12","4","180","","","","","","","","4","4","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","3","","91300000","4200000000"
"61bc75e72a388112933a24f4","2","4","9","15","Hải An","Đông Hải 1","Đường Phủ Thượng Đoạn","","","","","","10","4","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","33000000","1320000000"
"61bc7840ba65103c8a11c9c2","2","4","9","29","Hà Đông","Quang Trung","Đường Phan Đình Giót","","","","","","11","4","45","","","","","","","","3","4","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","62220000","2800000000"
"61bc7840ba65103c8a11c9c3","2","7","16","43","Liên Chiểu","Hòa Minh","Phước Lý 12","","","","","","21","5","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-05","","","","25520000","2680000000"
