"ID","Type","TypeORE","FormRE","Province","District","Ward","Street","Project","LandNum","BlockName","FloorNum","Area","Height","Width","UsableArea","FrontLength","BackSideLength","Direction","BalconyDirection","Corner","RoadInFront","Juridical","NumOfBed","NumOfFloor","NumOfToilet","ConstructionYear","IsOwner","Furniture","Terrace","CarParking","DinningRoom","Kitchen","AirCond","ADSL","WashingMachine","Balcony","Fridge","Wifi","Pool","Basement","Park","SuperMarket","Clinics","Sea","Hospital","Church","BusStation","School","Temple","Airport","Preschool","PublishDate","StatusORE","Characteristics","Deposit","PricePSM","Price"
"61bc5b062e62f120dd102c23","2","7","17","49","Lâm Hà","Nam Ban","Dt725","","","","","","25","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","3","","5940000","1800000000"
"61bc5b062e62f120dd102c24","2","4","8","61","Bến Cát","Thới Hòa","Đường Vành Đai 4","","","","","","15","8","120","","","6","","","","","2","2","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","26960000","3100000000"
"61bc5b062e62f120dd102c25","2","7","17","76","Đức Phổ","Nguyễn Nghiêm","Đường Nguyễn Nghiêm","","","","","","20","5","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","13000000","1300000000"
"61bc5b062e62f120dd102c26","2","7","17","65","Cái Răng","Phú Thứ","khac","","","","","","16","4.5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","2","","22220000","1600000000"
"61bc5b062e62f120dd102c27","2","7","16","62","Thủ Thừa","Thủ Thừa","Dự Án Golden Land","","","","","","20","5","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","19000000","1900000000"
"61bc5b062e62f120dd102c28","2","4","9","29","Thanh Xuân","Thanh Xuân Nam","Đường Nguyễn Trãi","","","","","","10","3.2","120","","","","","","","","3","4","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","101720000","2950000000"
"61bc5b062e62f120dd102c29","2","7","15","71","Châu Thành","Phú An Hòa","Đường Lộ Giồng Da","","","","","","45","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","2","","3340000","1550000000"
"61bc5b062e62f120dd102c2a","2","4","9","65","Bình Thuỷ","Bình Thủy","Đường Nguyễn Duy Tân","","","","","","16.35","3.6","3.6","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","25410000","1550000000"
"61bc5b062e62f120dd102c2b","2","7","16","39","Trảng Bom","Sông Thao","Sông Thao","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","1990000","199000000"
"61bc5b062e62f120dd102c2c","2","4","9","61","Thủ Dầu Một","Phú Lợi","388","","","","","","14","6","84","","","","","","","","2","","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","29170000","2450000000"
"61bc5b062e62f120dd102c2d","2","7","17","81","Pleiku","Trà Đa","Đường Ngô Quyền","","","","","","35","16","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","1770000","990000000"
"61bc5b062e62f120dd102c2e","2","7","16","92","Điện Bàn","Điện Nam Trung","Đường Võ Như Hưng","","","","","","20","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","9990000","999000000"
"61bc5b062e62f120dd102c2f","2","4","8","39","Biên Hòa","Tân Hạnh","Đường Phạm Văn Diêu","","","","","","13","5","65","","","","","","","","3","2","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","34620000","2250000000"
"61bc5b062e62f120dd102c30","2","4","9","29","Hoàng Mai","Vĩnh Hưng","Đường Tân Khai","","","","","","11","3.5","38","","","","","","","","3","","4","","","4","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","66840000","2540000000"
"61bc5b062e62f120dd102c31","2","4","9","65","Ninh Kiều","An Hòa","Đường Nguyễn Văn Cừ","","","","","","6.4","8","93","","","8","","","","","2","","2","","","3","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","54550000","2400000000"
"61bc5b062e62f120dd102c32","2","7","17","69","Cà Mau","8","Đường Tôn Đức Thắng","","","","","","25","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","18400000","2300000000"
"61bc5b062e62f120dd102c33","2","4","9","39","Biên Hòa","Trảng Dài","Đường Nguyễn Khuyến","","","","","","17","4","128","","","","","","","","3","1","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","37810000","2420000000"
"61bc5b062e62f120dd102c34","2","7","17","29","Thường Tín","Chương Dương","đường đi chung rộng 2.5m xe taxi vào được","","","","","","17.5","4","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021-12-01","","","","8000000","560000000"
